Parsing Domblout file
                                  target_name               desc             hmm_ID       E_value  Score
234   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2              PPR_3            PF13812  3.800000e-18   57.7
235   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2              PPR_3            PF13812  3.800000e-18   57.7
236   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2              PPR_3            PF13812  3.800000e-18   57.7
237   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2           PPR_long            PF17177  7.100000e-14   43.8
238   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2           PPR_long            PF17177  7.100000e-14   43.8
239   D1PA_S30C1_TRINITY_DN1728483_c1_g1_i1_2            PQ-loop            PF04193  1.400000e-04   13.9
240   D1PA_S30C1_TRINITY_DN1728483_c1_g1_i1_2            PQ-loop            PF04193  1.400000e-04   13.9
241   D1PA_S30C1_TRINITY_DN1728483_c1_g1_i1_2            PQ-loop            PF04193  1.400000e-04   13.9
242   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2           Prominin            PF05478  3.100000e-03    7.8
243   D1PA_S30C1_TRINITY_DN1771944_c1_g4_i1_2      Pro_isomerase            PF00160  1.000000e-24   79.8
244   D1PA_S30C1_TRINITY_DN1771753_c1_g1_i1_1          Rhodanese            PF00581  5.100000e-09   29.0
245   D1PA_S30C1_TRINITY_DN1771924_c1_g1_i2_3     Ribonuc_red_sm            PF00268  3.200000e-18   58.4
246  D1PA_S30C1_TRINITY_DN1771927_c10_g1_i1_2     Ribosomal_L7Ae            PF01248  1.400000e-20   65.2
247   D1PA_S30C1_TRINITY_DN1771999_c4_g1_i1_1      Ribosomal_S19            PF00203  9.900000e-11   33.7
248   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2          Rootletin            PF15035  2.400000e-04   13.5
249   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               RtcB            PF01139  1.600000e-03    9.8
250   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2       Seryl_tRNA_N            PF02403  9.600000e-02    5.3
251   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2       Seryl_tRNA_N            PF02403  9.600000e-02    5.3
252   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               SlyX            PF04102  5.500000e-02    6.5
253   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               SlyX            PF04102  5.500000e-02    6.5
254   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2    Snapin_Pallidin            PF14712  1.700000e-03   11.2
255   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2    Snapin_Pallidin            PF14712  1.700000e-03   11.2
256   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2    Snapin_Pallidin            PF14712  1.700000e-03   11.2
257   D1PA_S30C1_TRINITY_DN1771965_c7_g2_i4_3               Snf7            PF03357  4.000000e-14   44.9
258   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              Spc24            PF08286  2.400000e-02    7.2
259   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              Spc24            PF08286  2.400000e-02    7.2
260   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              Spc24            PF08286  2.400000e-02    7.2
261   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               Spc7            PF08317  1.400000e-04   13.5
262   D1PA_S30C1_TRINITY_DN1771955_c1_g2_i1_3           Sugar_tr            PF00083  2.300000e-05   15.6
263   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               Swi5            PF07061  2.100000e-01    4.1
264   D1PA_S30C1_TRINITY_DN1728436_c2_g1_i1_2              THEG4            PF15834  4.100000e-04   12.7
265   D1PA_S30C1_TRINITY_DN1771924_c1_g1_i2_3      Thioredoxin_8            PF13905  1.800000e-04   14.1
266   D1PA_S30C1_TRINITY_DN1771924_c1_g1_i2_3      Thioredoxin_8            PF13905  1.800000e-04   14.1
267   D1PA_S30C1_TRINITY_DN1771928_c6_g1_i1_1                TIM            PF00121  3.000000e-15   48.6
268   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              TMCO5            PF14992  5.300000e-03    8.5
269   D1PA_S30C1_TRINITY_DN1771961_c1_g2_i1_1             TMEM52            PF14979  4.700000e-04   12.5
270   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2         TMF_DNA_bd            PF12329  1.600000e-02    7.5
271   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2         TMF_DNA_bd            PF12329  1.600000e-02    7.5
272   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2         TMF_DNA_bd            PF12329  1.600000e-02    7.5
273   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2        TMF_TATA_bd            PF12325  1.300000e-04   14.4
274   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2        TMF_TATA_bd            PF12325  1.300000e-04   14.4
275   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              TMPIT            PF07851  7.000000e-03    7.9
276   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              TMPIT            PF07851  7.000000e-03    7.9
277   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2             TPR_14            PF13428  5.400000e-06   19.4
278   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2             TPR_14            PF13428  5.400000e-06   19.4
279   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2             TPR_14            PF13428  5.400000e-06   19.4
280   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2             TPR_14            PF13428  5.400000e-06   19.4
281   D1PA_S30C1_TRINITY_DN1728416_c0_g2_i1_2             TPR_14            PF13428  5.400000e-06   19.4
282   D1PA_S30C1_TRINITY_DN1771820_c5_g7_i1_2             TrkA_N            PF02254  5.600000e-04   12.5
283   D1PA_S30C1_TRINITY_DN1771862_c0_g2_i1_3            Tudor_4            PF18358  1.700000e-04   13.5
284   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2            UPF0242            PF06785  1.400000e-02    7.7
285   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2            UPF0449            PF15136  5.600000e-03    9.4
286   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3         Vac_Fusion            PF02346  2.800000e-04   12.8
287   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3         Vac_Fusion            PF02346  2.800000e-04   12.8
288   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2         V_ATPase_I            PF01496  4.900000e-04   10.3
289   D1PA_S30C1_TRINITY_DN1771955_c1_g2_i1_3                Wzz            PF02706  6.300000e-05   15.6
290   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               XhlA            PF10779  4.700000e-03    9.5
291   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               XhlA            PF10779  4.700000e-03    9.5
292   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               XhlA            PF10779  4.700000e-03    9.5
293   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2              XRN_M            PF17846  1.900000e-02    6.1
294   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               YabA            PF06156  6.000000e-03    9.6
295   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               YabA            PF06156  6.000000e-03    9.6
296   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               YabA            PF06156  6.000000e-03    9.6
297   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3               YlqD            PF11068  4.900000e-03    9.5
298   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3               YlqD            PF11068  4.900000e-03    9.5
299   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3               YojJ            PF10372  1.300000e-02    8.0
300   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3               YojJ            PF10372  1.300000e-02    8.0
301   D1PA_S30C1_TRINITY_DN1771995_c1_g5_i1_3               YojJ            PF10372  1.300000e-02    8.0
302   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               ZapB            PF06005  4.200000e-05   16.3
303   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               ZapB            PF06005  4.200000e-05   16.3
304   D1PA_S30C1_TRINITY_DN1728441_c1_g1_i3_2               ZapB            PF06005  4.200000e-05   16.3
305   D1PA_S30C1_TRINITY_DN1728440_c1_g4_i1_2         zf-C3HC4_3            PF13920  8.000000e+00   -1.2
306   D1PA_S30C1_TRINITY_DN1728440_c1_g4_i1_2         zf-C3HC4_3            PF13920  8.000000e+00   -1.2
307   D1PA_S30C1_TRINITY_DN1728440_c1_g4_i1_2         zf-C3HC4_3            PF13920  8.000000e+00   -1.2
308   D1PA_S30C1_TRINITY_DN1728440_c1_g4_i1_2         zf-C3HC4_3            PF13920  8.000000e+00   -1.2
309  D1PA_S30C1_TRINITY_DN1728445_c10_g1_i2_2           zf-C5HC2            PF02928  3.400000e-04   13.3
310  D1PA_S30C1_TRINITY_DN1728445_c10_g1_i2_2           zf-C5HC2            PF02928  3.400000e-04   13.3
311   D1PA_S30C1_TRINITY_DN1771878_c3_g1_i3_1         zf-RING_10            PF16685  2.300000e-03   10.4
312   D1PA_S30C1_TRINITY_DN1771943_c4_g3_i3_1                 ZZ            PF00569  1.500000e-13   42.7
313   D1PA_S30C1_TRINITY_DN1771943_c4_g3_i3_1                 ZZ            PF00569  1.500000e-13   42.7
Selecting the best annotation for each protein
Finished
